zone,zone_key,tier,signal,available_from,historical_temporal_granularity,real_time_granularity,forecast_source,horizons,forecast_granularity
Poland,PL,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Poland,PL,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Portugal,PT,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Sweden,SE-SE1,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
North Central Sweden,SE-SE2,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Eastern Norway,NO-NO1,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Southern Norway,NO-NO2,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Central Norway,NO-NO3,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Northern Norway,NO-NO4,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Price Day Ahead,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Western Norway,NO-NO5,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Philippines,PH,,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Renewable Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Carbon Free Energy,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Fossil Only Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Carbon Intensity,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Electricity Flows,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Total Load,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Electricity Mix,2015-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Norway,NO,,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
